6,2,9,3,1,4,8,5,7
5,8,7,6,2,9,1,3,4
3,4,1,7,5,8,9,2,6
7,9,5,1,4,6,2,8,3
8,3,4,2,9,7,6,1,5
1,6,2,5,8,3,7,4,9
4,7,3,8,6,1,5,9,2
9,5,8,4,7,2,3,6,1
2,1,6,9,3,5,4,7,8
